n,seed,init_obj,optimal,n_evals,f,alg,imp_div_evals,imp_div_evals_new,imp_minus_evals,minus_evals,minus_evals_normalised
2000,18,983,1,13399,2000,lbd_discrete,818.8839000603953,-977.482912729659,-12381,-13398,-0.49102103642893163
2000,1,986,1,12616,2000,lbd_discrete,816.6659746302298,-1009.0392787681884,-11601,-12615,-0.4623250018324352
2000,19,955,1,12916,2000,lbd_discrete,847.9251903408366,-1218.088316791328,-11870,-12915,-0.4733196511031221
2000,20,1019,1,12060,2000,lbd_discrete,783.9782655909108,-1069.760283525292,-11078,-12059,-0.4419482518507594
2000,2,1008,1,14652,2000,lbd_discrete,794.931115733647,-1128.182030311241,-13659,-14651,-0.5369420215495049
2000,3,1028,1,12412,2000,lbd_discrete,775.2569450366072,-1077.6362706971436,-11439,-12411,-0.454848640328367
2000,4,993,1,12293,2000,lbd_discrete,809.1494777830978,-965.960348605715,-11285,-12292,-0.45048742945099424
2000,5,1018,1,12933,2000,lbd_discrete,784.8679962116836,-1163.0659340617458,-11950,-12932,-0.47394268122846156
2000,6,992,1,10038,2000,lbd_discrete,810.9249555522136,-978.7830187285971,-9029,-10037,-0.3678443157663221
2000,7,990,1,12073,2000,lbd_discrete,813.3326861667031,-1056.9795004591506,-11062,-12072,-0.44242468665248996
2000,8,1018,1,12237,2000,lbd_discrete,784.472775852298,-1069.8122005641164,-11254,-12236,-0.44843509492046607
2000,9,974,1,13016,2000,lbd_discrete,828.8778378552997,-1109.1189805934284,-11989,-13015,-0.47698453419335207
500,10,271,1,3147,500,lbd_discrete,180.27862916268248,-311.7517059919781,-2917,-3146,-0.48707230221396536
500,11,251,1,2758,500,lbd_discrete,199.9525101653564,-299.97116297932064,-2508,-2757,-0.42684626103111933
500,12,244,1,3125,500,lbd_discrete,207.2394991388563,-272.5159002992471,-2868,-3124,-0.48366620219848316
500,1,241,1,2875,500,lbd_discrete,210.22056577603752,-268.61537470902783,-2615,-2874,-0.44496052020436644
500,13,234,1,3328,500,lbd_discrete,217.17815878079026,-283.03287707969037,-3061,-3327,-0.5150952159777056
500,14,264,1,3303,500,lbd_discrete,187.1741880260262,-238.17373294523028,-3066,-3302,-0.5112246477782956
500,15,236,1,3141,500,lbd_discrete,215.05703280949658,-287.5613257060412,-2876,-3140,-0.4861433658461063
500,16,270,1,2817,500,lbd_discrete,181.40007433936955,-271.5359849209694,-2586,-2816,-0.43598080198173167
500,17,258,1,3098,500,lbd_discrete,193.21240706489922,-343.86776875704174,-2855,-3097,-0.47948598854311714
500,18,225,1,2961,500,lbd_discrete,226.04330045236475,-306.48707079373986,-2685,-2960,-0.4582752748103416
500,19,235,1,3720,500,lbd_discrete,216.15001090091604,-387.90083678310054,-3454,-3719,-0.5757857253444786
500,20,257,1,2971,500,lbd_discrete,194.0965695108648,-322.97128311760997,-2727,-2970,-0.4598235020901068
500,2,244,1,2596,500,lbd_discrete,207.28050017170716,-272.15323730910404,-2339,-2595,-0.4017649790989321
500,3,251,1,4086,500,lbd_discrete,200.46695012503824,-263.1372625297167,-3836,-4085,-0.6324508437838685
500,4,240,1,3280,500,lbd_discrete,211.409959893048,-198.24713282492198,-3019,-3279,-0.5076637250348369
500,5,267,1,3014,500,lbd_discrete,183.92925539223486,-298.47928688718645,-2780,-3013,-0.4664808793930955
500,6,251,1,2809,500,lbd_discrete,200.1078579508726,-263.7442384490697,-2559,-2808,-0.43474222015791986
500,7,236,1,2847,500,lbd_discrete,215.3259241331502,-285.4677111907814,-2582,-2846,-0.440625483821025
500,8,245,1,2878,500,lbd_discrete,206.1972884416924,-251.02153357720331,-2622,-2877,-0.44542498838829625
500,9,223,1,2906,500,lbd_discrete,228.2231102953605,-280.1520603368273,-2628,-2905,-0.44976002477163607
