n,seed,optimal,n_evals,f,alg,imp_div_evals,imp_div_evals_new,imp_minus_evals,minus_evals,minus_evals_normalised
2000,7,1,13270,2000,lbd_discrete,802.824421233556,-1080.6579161971267,-12269,-13269,-0.4862933372425344
2000,8,1,12237,2000,lbd_discrete,784.472775852298,-1069.8122005641164,-11254,-12236,-0.44843509492046607
2000,9,1,12706,2000,lbd_discrete,802.7072089286182,-1108.311638902357,-11705,-12705,-0.4656233966136417
500,10,1,3147,500,lbd_discrete,180.27862916268248,-311.7517059919781,-2917,-3146,-0.48707230221396536
500,11,1,2758,500,lbd_discrete,199.9525101653564,-299.97116297932064,-2508,-2757,-0.42684626103111933
500,1,1,2875,500,lbd_discrete,201.22056577603752,-277.61537470902783,-2624,-2874,-0.44496052020436644
500,12,1,3397,500,lbd_discrete,201.1964682539682,-291.6732387548361,-3146,-3396,-0.5257779842080814
500,13,1,2844,500,lbd_discrete,201.12821299925483,-297.19649413684516,-2593,-2843,-0.4401610156370955
500,14,1,3303,500,lbd_discrete,187.1741880260262,-238.17373294523028,-3066,-3302,-0.5112246477782956
500,15,1,2922,500,lbd_discrete,201.30509768009765,-268.4332960594874,-2671,-2921,-0.4522371884192605
500,16,1,2817,500,lbd_discrete,181.40007433936955,-271.5359849209694,-2586,-2816,-0.43598080198173167
500,17,1,3098,500,lbd_discrete,193.21240706489922,-343.86776875704174,-2855,-3097,-0.47948598854311714
500,18,1,2723,500,lbd_discrete,201.05199229691868,-297.9693326214046,-2472,-2722,-0.421427465551943
500,19,1,3530,500,lbd_discrete,201.0507771313653,-401.0245070362895,-3279,-3529,-0.5463694070289496
500,20,1,2971,500,lbd_discrete,194.0965695108648,-322.97128311760997,-2727,-2970,-0.4598235020901068
500,2,1,2944,500,lbd_discrete,201.02261321195138,-271.20333192523753,-2693,-2943,-0.4556432884347428
500,3,1,4086,500,lbd_discrete,200.46695012503824,-263.1372625297167,-3836,-4085,-0.6324508437838685
500,4,1,2660,500,lbd_discrete,201.41206272146664,-207.97434384432879,-2409,-2659,-0.4116736336894274
500,5,1,3014,500,lbd_discrete,183.92925539223486,-298.47928688718645,-2780,-3013,-0.4664808793930955
500,6,1,2809,500,lbd_discrete,200.1078579508726,-263.7442384490697,-2559,-2808,-0.43474222015791986
500,7,1,3211,500,lbd_discrete,201.32980314347955,-276.2966759000992,-2960,-3210,-0.4969809568044597
500,8,1,2486,500,lbd_discrete,202.0287025831065,-232.02638818012582,-2235,-2485,-0.3847344790215218
500,9,1,3011,500,lbd_discrete,201.2014741715399,-277.18730178468735,-2760,-3010,-0.4660164112091661
