n,seed,init_obj,optimal,n_evals,f,alg,imp_div_evals,imp_div_evals_new,imp_minus_evals,minus_evals,minus_evals_normalised
1000,19,470,1,7836,1000,lbd_fixed_10,32.45170639474052,17.35291877455189,-7305,-7835,-0.5874634475519229
1000,19,470,1,8471,1000,lbd_fixed_5,66.20158730158761,-0.489682539682618,-7940,-8470,-0.6350753542775711
1000,19,470,1,9543,1000,lbd_fixed_15,21.91624209973816,13.708884602958843,-9012,-9542,-0.7154532503561517
1000,20,517,1,10770,1000,lbd_fixed_15,19.747655071365585,10.710481294404872,-10286,-10769,-0.8074529504386293
1000,20,517,1,11862,1000,lbd_fixed_20,14.831329538764622,9.207710250711678,-11378,-11861,-0.8893304341306136
1000,20,517,1,11993,1000,lbd_fixed_5,58.39801587301616,-34.02976190476216,-11509,-11992,-0.8991527329984181
1000,20,517,1,13559,1000,lbd_fixed_1,483.0,-6296.0,-13075,-13558,-1.0165704431283566
1000,20,517,1,18158,1000,lbd_fixed_40,7.454375537872857,5.288470223865096,-17674,-18157,-1.3614006148309226
1000,20,517,1,25195,1000,lbd_fixed_60,4.931279941301442,3.6178559381001367,-24711,-25194,-1.8890305166079344
1000,20,517,1,8343,1000,lbd_fixed_10,29.75262318520837,13.983957973141385,-7859,-8342,-0.6254779935517735
1000,2,500,1,11268,1000,lbd_fixed_20,15.276938281022243,9.986746720445025,-10767,-11267,-0.8447926820124453
1000,2,500,1,17298,1000,lbd_fixed_40,7.666932516204131,5.629973111242532,-16797,-17297,-1.2969183474544508
1000,2,500,1,26190,1000,lbd_fixed_60,5.106131050349495,3.7421777664736937,-25689,-26189,-1.9636350003748984
1000,2,500,1,8991,1000,lbd_fixed_15,20.824537450871304,13.08831600628563,-8490,-8990,-0.6740646322261377
1000,2,500,1,9341,1000,lbd_fixed_10,30.54475382718421,12.521883697657675,-8840,-9340,-0.700307415460749
1000,2,500,1,9501,1000,lbd_fixed_5,62.48650793650827,-12.649206349206429,-9000,-9500,-0.7123041163679953
1000,2,500,1,9767,1000,lbd_fixed_1,500.0,-4383.0,-9266,-9766,-0.7322486316263793
1000,3,509,1,11049,1000,lbd_fixed_20,15.019940853364462,9.785675256721335,-10557,-11048,-0.8283721976456463
1000,3,509,1,13527,1000,lbd_fixed_1,491.0,-6272.0,-13035,-13526,-1.0141711029469087
1000,3,509,1,18772,1000,lbd_fixed_40,7.475612289916293,5.274063927232753,-18280,-18771,-1.407437954562495
1000,3,509,1,25812,1000,lbd_fixed_60,5.015324595938392,3.661972161292338,-25320,-25811,-1.9352927944815181
1000,3,509,1,7832,1000,lbd_fixed_5,59.63015873015906,-1.5988095238095603,-7340,-7831,-0.5871635300292415
1000,3,509,1,9265,1000,lbd_fixed_10,30.15785731296573,12.495478160899964,-8773,-9264,-0.6946089825298054
1000,3,509,1,9827,1000,lbd_fixed_15,20.285802350269343,12.02391890216902,-9335,-9826,-0.7367473944665213
1000,4,475,1,10554,1000,lbd_fixed_1,525.0,-4751.5,-10028,-10553,-0.791257404213952
1000,4,475,1,11532,1000,lbd_fixed_20,16.138184579364445,10.696713053021488,-11006,-11531,-0.8645872385094098
1000,4,475,1,12439,1000,lbd_fixed_5,64.6170634920638,-34.36349206349233,-11913,-12438,-0.9325935367773783
1000,4,475,1,18847,1000,lbd_fixed_40,8.032701563019362,5.823734699701339,-18321,-18846,-1.4130614081127681
1000,4,475,1,24866,1000,lbd_fixed_60,5.371167659206779,4.0710624813650265,-24340,-24865,-1.8643623003673986
1000,4,475,1,8327,1000,lbd_fixed_10,32.31404398405177,16.469641989417507,-7801,-8326,-0.6242783234610488
1000,4,475,1,9226,1000,lbd_fixed_15,21.490744808781425,13.719625687152465,-8700,-9225,-0.691684786683662
1000,5,519,1,10185,1000,lbd_fixed_15,19.89608579512845,11.2192304577552,-9703,-10184,-0.7635900127464947
1000,5,519,1,11227,1000,lbd_fixed_20,14.854772570414955,9.574577267952767,-10745,-11226,-0.8417185274049633
1000,5,519,1,17230,1000,lbd_fixed_40,7.357265779334666,5.327578096845987,-16748,-17229,-1.2918197495688686
1000,5,519,1,25258,1000,lbd_fixed_60,4.845762689999066,3.5455729340112723,-24776,-25257,-1.8937542175901634
1000,5,519,1,7808,1000,lbd_fixed_5,58.41428571428599,-2.144444444444516,-7326,-7807,-0.5853640248931539
1000,5,519,1,8417,1000,lbd_fixed_10,29.995052440679434,13.697515998793076,-7935,-8416,-0.6310264677213768
1000,5,519,1,9118,1000,lbd_fixed_1,481.0,-4077.5,-8636,-9117,-0.6835870135713162
1000,6,486,1,11233,1000,lbd_fixed_20,15.604933932672216,10.418775112015593,-10718,-11232,-0.8421684036889857
1000,6,486,1,12177,1000,lbd_fixed_1,514.0,-5574.0,-11662,-12176,-0.9129489390419449
1000,6,486,1,17941,1000,lbd_fixed_40,7.883330758743176,5.784313689263189,-17426,-17940,-1.3451300892254632
1000,6,486,1,25425,1000,lbd_fixed_60,5.241519074999397,3.9196230276149184,-24910,-25424,-1.9062757741621061
1000,6,486,1,8107,1000,lbd_fixed_5,63.54444444444473,-0.8626984126985251,-7592,-8106,-0.6077828597135788
1000,6,486,1,8141,1000,lbd_fixed_10,31.63338176271619,16.222302703746188,-7626,-8140,-0.610332158656369
1000,6,486,1,9991,1000,lbd_fixed_15,21.041935221550983,12.621185439773614,-9476,-9990,-0.7490440128964536
1000,7,484,1,11094,1000,lbd_fixed_15,21.21859568526854,11.920920229517261,-10577,-11093,-0.8317462697758111
1000,7,484,1,11759,1000,lbd_fixed_20,15.72894266393006,10.21065744301677,-11242,-11758,-0.881607557921571
1000,7,484,1,14044,1000,lbd_fixed_1,516.0,-6505.5,-13527,-14043,-1.052935442753427
1000,7,484,1,17877,1000,lbd_fixed_40,7.926975552243398,5.835813751598108,-17360,-17876,-1.3403314088625622
1000,7,484,1,26788,1000,lbd_fixed_60,5.250710892549017,3.8564564862996127,-26271,-26787,-2.008472670015747
1000,7,484,1,8300,1000,lbd_fixed_5,64.67142857142885,-0.8422619047619884,-7783,-8299,-0.622253880182948
1000,7,484,1,9723,1000,lbd_fixed_10,31.488537846742226,12.856916619242455,-9206,-9722,-0.7289495388768096
1000,8,508,1,10522,1000,lbd_fixed_10,30.324263567529897,10.331181174776372,-10029,-10521,-0.7888580640323912
1000,8,508,1,11025,1000,lbd_fixed_20,15.275459850255507,10.026580596502676,-10532,-11024,-0.8265726925095599
1000,8,508,1,17449,1000,lbd_fixed_40,7.504357938572015,5.469717551473426,-16956,-17448,-1.3082402339356676
1000,8,508,1,27006,1000,lbd_fixed_60,5.076843806204866,3.65274773909963,-26513,-27005,-2.0248181750018754
1000,8,508,1,8238,1000,lbd_fixed_5,60.17063492063515,-3.700000000000102,-7745,-8237,-0.617605158581389
1000,8,508,1,8727,1000,lbd_fixed_1,492.0,-3871.0,-8234,-8726,-0.6542700757292058
1000,8,508,1,9565,1000,lbd_fixed_15,20.077528730941097,12.048822854578994,-9072,-9564,-0.7171027967308999
1000,9,488,1,10586,1000,lbd_fixed_15,20.98290699661714,12.076268059014861,-10073,-10585,-0.7936567443952908
1000,9,488,1,11124,1000,lbd_fixed_20,15.739161157267981,10.475921707949103,-10611,-11123,-0.8339956511959202
1000,9,488,1,11293,1000,lbd_fixed_1,512.0,-5134.0,-10780,-11292,-0.8466671665293474
1000,9,488,1,18994,1000,lbd_fixed_40,7.8033826703589595,5.582033651193281,-18481,-18993,-1.424083377071305
1000,9,488,1,25538,1000,lbd_fixed_60,5.229050519692987,3.892345955061297,-25025,-25537,-1.9147484441778522
1000,9,488,1,6922,1000,lbd_fixed_5,63.04642857142886,8.502579365079276,-6409,-6921,-0.5189322936192561
1000,9,488,1,9319,1000,lbd_fixed_10,31.18006091775447,13.565730373857264,-8806,-9318,-0.6986578690860021
1500,10,768,1,12931,1500,lbd_fixed_10,45.30186616788814,20.445555068426533,-12198,-12930,-0.6485754414125197
1500,10,768,1,14422,1500,lbd_fixed_15,30.26133113771052,17.987361634707796,-13689,-14421,-0.7233647672552171
1500,10,768,1,15390,1500,lbd_fixed_1,732.0,-6962.5,-14657,-15389,-0.7719201444624467
1500,10,768,1,16065,1500,lbd_fixed_20,22.474754177921948,14.948457158815224,-15332,-16064,-0.8057784911717496
1500,10,768,1,16685,1500,lbd_fixed_5,90.62539682539699,-39.31369047619087,-15952,-16684,-0.8368780096308169
1500,10,768,1,27980,1500,lbd_fixed_40,11.18774700390801,7.918511646997997,-27247,-27979,-1.4034410112359545
1500,10,768,1,37202,1500,lbd_fixed_60,7.481816974429782,5.546644674969406,-36469,-37201,-1.8660212680577857
1500,11,766,1,11443,1500,lbd_fixed_5,90.78928571428587,1.1843253968252385,-10708,-11442,-0.5739365971107566
1500,11,766,1,12181,1500,lbd_fixed_1,734.0,-5356.0,-11446,-12180,-0.6109550561797992
1500,11,766,1,13209,1500,lbd_fixed_10,45.19599516840257,20.12437170887241,-12474,-13208,-0.6625200642054576
1500,11,766,1,14501,1500,lbd_fixed_15,29.91628408895046,17.840194777463395,-13766,-14500,-0.7273274478330661
1500,11,766,1,17440,1500,lbd_fixed_20,22.634876355310578,14.43704018195781,-16705,-17439,-0.8747491974317813
1500,11,766,1,26616,1500,lbd_fixed_40,11.301874277023849,8.164210284195104,-25881,-26615,-1.3350220706260032
1500,11,766,1,36188,1500,lbd_fixed_60,7.53169475470779,5.625596160338553,-35453,-36187,-1.8151585072231158
1500,12,727,1,14640,1500,lbd_fixed_10,47.65754737608486,19.777794359063634,-13866,-14639,-0.7342997592295342
1500,12,727,1,15417,1500,lbd_fixed_15,31.8475230112393,18.850865601059656,-14643,-15416,-0.7732744783306592
1500,12,727,1,15942,1500,lbd_fixed_5,95.18452380952404,-30.184126984127428,-15168,-15941,-0.7996087479935791
1500,12,727,1,17755,1500,lbd_fixed_1,773.0,-8104.0,-16981,-17754,-0.8905497592298077
1500,12,727,1,17836,1500,lbd_fixed_20,23.806699293952782,15.417925796126386,-17062,-17835,-0.8946127608346713
1500,12,727,1,27106,1500,lbd_fixed_40,11.81099081715166,8.624298631017249,-26332,-27105,-1.359600722311397
1500,12,727,1,38364,1500,lbd_fixed_60,7.922273494253089,5.904648498961237,-37590,-38363,-1.9243077849117163
1500,13,758,1,13162,1500,lbd_fixed_10,45.23222101256194,20.349017189380966,-12419,-13161,-0.6601625200642058
1500,13,758,1,13902,1500,lbd_fixed_15,30.191660350181905,18.51412052973654,-13159,-13901,-0.697281300160513
1500,13,758,1,14965,1500,lbd_fixed_5,92.32817460317473,-25.322817460317758,-14222,-14964,-0.7506019261637235
1500,13,758,1,15965,1500,lbd_fixed_20,22.84449309003767,15.364260993301816,-15222,-15964,-0.8007624398073835
1500,13,758,1,18979,1500,lbd_fixed_1,742.0,-8747.0,-18236,-18978,-0.951946227929702
1500,13,758,1,27366,1500,lbd_fixed_40,11.457660531179693,8.222957218878419,-26623,-27365,-1.3726424558587487
1500,13,758,1,38545,1500,lbd_fixed_60,7.632045723633706,5.61418791206238,-37802,-38544,-1.9333868378812185
1500,14,744,1,12786,1500,lbd_fixed_5,92.038888888889,-6.93650793650814,-12029,-12785,-0.6413021669341896
1500,14,744,1,13238,1500,lbd_fixed_10,45.84606373159042,20.823998011362534,-12481,-13237,-0.6639747191011237
1500,14,744,1,14863,1500,lbd_fixed_15,30.89842227773785,18.385671461841753,-14106,-14862,-0.7454855537720716
1500,14,744,1,15812,1500,lbd_fixed_1,756.0,-7149.5,-15055,-15811,-0.79308788122009
1500,14,744,1,17084,1500,lbd_fixed_20,23.241694473141234,15.147997246597155,-16327,-17083,-0.8568920545746394
1500,14,744,1,27801,1500,lbd_fixed_40,11.632241016575257,8.357303867897915,-27044,-27800,-1.3944622792937393
1500,14,744,1,38074,1500,lbd_fixed_60,7.658138702024131,5.67615702197159,-37317,-38073,-1.9097612359550578
1500,15,756,1,13299,1500,lbd_fixed_10,45.47838432207651,20.103372231913138,-12554,-13298,-0.6670345104333866
1500,15,756,1,14909,1500,lbd_fixed_5,91.9138888888891,-25.20396825396843,-14164,-14908,-0.7477929373996793
1500,15,756,1,14988,1500,lbd_fixed_15,30.330793931931087,17.631742729519022,-14243,-14987,-0.7517556179775283
1500,15,756,1,16476,1500,lbd_fixed_20,23.210131404907113,15.285805652339443,-15731,-16475,-0.8263944622792931
1500,15,756,1,16530,1500,lbd_fixed_1,744.0,-7520.5,-15785,-16529,-0.8291031300162698
1500,15,756,1,27368,1500,lbd_fixed_40,11.417677297884502,8.199164493147594,-26623,-27367,-1.3727427768860356
1500,15,756,1,39356,1500,lbd_fixed_60,7.62814781247556,5.569785226317116,-38611,-39355,-1.974067014446228
1500,16,775,1,11623,1500,lbd_fixed_5,88.75515873015884,-3.910912698412904,-10897,-11622,-0.5829654895666154
1500,16,775,1,11860,1500,lbd_fixed_10,44.20271372504371,21.64110561566055,-11134,-11859,-0.5948535313001598
1500,16,775,1,15125,1500,lbd_fixed_15,29.70971566706394,17.038444650383447,-14399,-15124,-0.7586276083467116
1500,16,775,1,15656,1500,lbd_fixed_1,725.0,-7102.5,-14930,-15655,-0.7852628410916721
1500,16,775,1,17557,1500,lbd_fixed_20,22.283875828204177,13.989424854352153,-16831,-17556,-0.8806179775280899
1500,16,775,1,27813,1500,lbd_fixed_40,11.138770477419962,7.864519375911382,-27087,-27812,-1.395064205457465
1500,16,775,1,37269,1500,lbd_fixed_60,7.440466540298094,5.487934002540635,-36543,-37268,-1.8693820224719107
1500,1,748,1,12359,1500,lbd_fixed_10,46.75169169925396,22.906469687003725,-11606,-12358,-0.6198836276083455
1500,1,748,1,13823,1500,lbd_fixed_5,92.68134920634935,-15.900595238095429,-13070,-13822,-0.6933186195826665
1500,1,748,1,15305,1500,lbd_fixed_15,30.710222129686425,17.91558451249783,-14552,-15304,-0.7676565008025692
1500,1,748,1,16367,1500,lbd_fixed_1,752.0,-7431.0,-15614,-16366,-0.820926966292346
1500,1,748,1,16656,1500,lbd_fixed_20,23.03600093357726,15.169853894351537,-15903,-16655,-0.8354233547351521
1500,1,748,1,27785,1500,lbd_fixed_40,11.472939115344287,8.210755809389028,-27032,-27784,-1.39365971107544
1500,1,748,1,37431,1500,lbd_fixed_60,7.6758366588259594,5.722211494256681,-36678,-37430,-1.877508025682185
1500,17,766,1,13105,1500,lbd_fixed_5,90.73452380952403,-12.834523809524002,-12370,-13104,-0.6573033707865176
1500,17,766,1,14027,1500,lbd_fixed_10,44.96951706704059,18.429607743907155,-13292,-14026,-0.7035513643659703
1500,17,766,1,15307,1500,lbd_fixed_15,29.877381205086703,17.134122311613233,-14572,-15306,-0.7677568218298567
1500,17,766,1,17628,1500,lbd_fixed_20,22.559298062974456,14.325855848603009,-16893,-17627,-0.8841793739967898
1500,17,766,1,20516,1500,lbd_fixed_1,734.0,-9523.5,-19781,-20515,-1.0290429374000114
1500,17,766,1,28696,1500,lbd_fixed_40,11.278191851486271,7.878020038667716,-27961,-28695,-1.4393559390048156
1500,17,766,1,39252,1500,lbd_fixed_60,7.507069781351309,5.453848526284236,-38517,-39251,-1.9688503210272865
1500,18,722,1,13302,1500,lbd_fixed_5,96.90476190476203,-8.3603174603177,-12523,-13301,-0.6671849919743186
1500,18,722,1,13356,1500,lbd_fixed_10,47.70524361259694,22.34464058043773,-12577,-13355,-0.669893659711076
1500,18,722,1,14895,1500,lbd_fixed_15,31.806080770730528,19.313371167304332,-14116,-14894,-0.7470906902086689
1500,18,722,1,15752,1500,lbd_fixed_1,778.0,-7097.5,-14973,-15751,-0.7900782504014677
1500,18,722,1,16802,1500,lbd_fixed_20,23.93312140773495,15.982671575512196,-16023,-16801,-0.8427467897271262
1500,18,722,1,27910,1500,lbd_fixed_40,11.915278475308963,8.62198457946452,-27131,-27909,-1.399929775280899
1500,18,722,1,37433,1500,lbd_fixed_60,7.925005200433272,5.982202008122172,-36654,-37432,-1.87760834670947
1500,19,712,1,12514,1500,lbd_fixed_10,48.40024703109098,24.459295370092523,-11725,-12513,-0.6276585072231129
1500,19,712,1,14716,1500,lbd_fixed_15,32.02231558445683,19.679854918863832,-13927,-14715,-0.7381119582664533
1500,19,712,1,15879,1500,lbd_fixed_5,98.04325396825404,-26.770833333333727,-15090,-15878,-0.7964486356340282
1500,19,712,1,16285,1500,lbd_fixed_20,23.98825285241753,16.383208118396087,-15496,-16284,-0.8168138041733554
1500,19,712,1,17365,1500,lbd_fixed_1,788.0,-7894.0,-16576,-17364,-0.870987158908763
1500,19,712,1,26683,1500,lbd_fixed_40,12.12101875834776,8.976612275220656,-25894,-26682,-1.3383828250401277
1500,19,712,1,37766,1500,lbd_fixed_60,8.032496728267901,6.065694126248963,-36977,-37765,-1.894311797752808
1500,20,767,1,13313,1500,lbd_fixed_10,44.69451621220227,19.71946645975281,-12579,-13312,-0.6677367576243984
1500,20,767,1,16148,1500,lbd_fixed_15,29.87753085036849,16.386529983954663,-15414,-16147,-0.809941813804175
1500,20,767,1,16197,1500,lbd_fixed_5,90.41507936507952,-35.890079365079714,-15463,-16196,-0.812399678972711
1500,20,767,1,17437,1500,lbd_fixed_20,22.589594334787297,14.319462900451635,-16703,-17436,-0.8745987158908516
1500,20,767,1,17699,1500,lbd_fixed_1,733.0,-8116.0,-16965,-17698,-0.8877407704657603
1500,20,767,1,27377,1500,lbd_fixed_40,11.246065094844203,8.013865198439735,-26643,-27376,-1.3731942215088293
1500,20,767,1,36133,1500,lbd_fixed_60,7.4909004112492035,5.602158876963352,-35399,-36132,-1.8123996789727126
1500,2,742,1,15349,1500,lbd_fixed_5,93.77698412698432,-25.38035714285744,-14590,-15348,-0.7698635634028899
1500,2,742,1,15687,1500,lbd_fixed_10,46.44083707829872,16.543600847896382,-14928,-15686,-0.7868178170144468
1500,2,742,1,15809,1500,lbd_fixed_15,31.0597089449008,17.82142937654362,-15050,-15808,-0.792937399678974
1500,2,742,1,17090,1500,lbd_fixed_20,23.48566897625154,15.32963568876112,-16331,-17089,-0.8571930176565009
1500,2,742,1,17718,1500,lbd_fixed_1,758.0,-8100.5,-16959,-17717,-0.8886938202249907
1500,2,742,1,27610,1500,lbd_fixed_40,11.684898882220343,8.43415863070209,-26851,-27609,-1.3848816211878001
1500,2,742,1,38176,1500,lbd_fixed_60,7.744175009763515,5.758165113684314,-37417,-38175,-1.9148776083467096
1500,3,778,1,11860,1500,lbd_fixed_5,89.18214285714299,-4.471428571428805,-11137,-11859,-0.5948535313001627
1500,3,778,1,13277,1500,lbd_fixed_10,44.16278185608716,19.289506077857478,-12554,-13276,-0.6659309791332261
1500,3,778,1,15428,1500,lbd_fixed_1,722.0,-6991.5,-14705,-15427,-0.7738262439809075
1500,3,778,1,15448,1500,lbd_fixed_15,29.552455276033832,16.576627122815108,-14725,-15447,-0.7748294542536122
1500,3,778,1,16379,1500,lbd_fixed_20,22.235782569840346,14.51893376592661,-15656,-16378,-0.8215288924558592
1500,3,778,1,26913,1500,lbd_fixed_40,11.079479212293853,7.89995591994969,-26190,-26912,-1.3499197431781698
1500,3,778,1,38522,1500,lbd_fixed_60,7.35448169605855,5.334603299998036,-37799,-38521,-1.932233146067414
