n,seed,optimal,n_evals,f,alg,imp_div_evals,imp_div_evals_new,imp_minus_evals,minus_evals,minus_evals_normalised
1500,7,1,6169,1500,lbd_discrete,7.356952333675216,-16.793985275988724,-6093,-6168,-0.3093900481540929
1500,8,1,4007,1500,lbd_discrete,7.317844924355406,-11.939508147056781,-3931,-4006,-0.2009430176565005
1500,9,1,4555,1500,lbd_discrete,7.291075015110002,-12.028779138233926,-4479,-4554,-0.22843097913322616
2000,10,1,6458,2000,lbd_discrete,9.572313651920673,-13.529952200101818,-6357,-6457,-0.23664150113611357
2000,11,1,6662,2000,lbd_discrete,9.525267938278093,-15.608138942170397,-6561,-6661,-0.24411786264018157
2000,1,1,7931,2000,lbd_discrete,9.80946410116455,-23.140468149502855,-7830,-7930,-0.29062522905519245
2000,12,1,6287,2000,lbd_discrete,9.467583344265037,-15.618227531912817,-6186,-6286,-0.2303745510518211
2000,13,1,5851,2000,lbd_discrete,9.684754271781763,-11.978083589071744,-5750,-5850,-0.2143956607784208
2000,14,1,5915,2000,lbd_discrete,9.91487456461695,-13.653128733647703,-5814,-5914,-0.2167411859561679
2000,15,1,5481,2000,lbd_discrete,9.584920805143431,-14.124097135845535,-5380,-5480,-0.2008355933445723
2000,16,1,5753,2000,lbd_discrete,10.062455471309622,-15.04926291449333,-5652,-5752,-0.21080407534999596
2000,17,1,6538,2000,lbd_discrete,9.911192955580864,-14.093364649503602,-6437,-6537,-0.2395734076082971
2000,18,1,7651,2000,lbd_discrete,9.436793842244098,-17.89359510755457,-7550,-7650,-0.2803635564025506
2000,19,1,6244,2000,lbd_discrete,9.596480721994036,-17.5897450157573,-6143,-6243,-0.22879865132302252
2000,20,1,6847,2000,lbd_discrete,9.710548094418806,-16.568362760343295,-6746,-6846,-0.25089789635710574
2000,2,1,5388,2000,lbd_discrete,10.149326334301048,-12.626127103011564,-5287,-5387,-0.1974272520706586
2000,3,1,6291,2000,lbd_discrete,9.797995855829813,-12.197045855637915,-6190,-6290,-0.23052114637543053
2000,4,1,5209,2000,lbd_discrete,9.699278296193278,-10.709509192064631,-5108,-5208,-0.1908671113391481
2000,5,1,7247,2000,lbd_discrete,10.076216794911216,-16.708955958647334,-7146,-7246,-0.26555742871802374
2000,6,1,6267,2000,lbd_discrete,9.979537682907564,-15.822415223207743,-6166,-6266,-0.22964157443377523
2000,7,1,6133,2000,lbd_discrete,10.141951919995584,-16.87722457499786,-6032,-6132,-0.22473063109286792
2000,8,1,5809,2000,lbd_discrete,9.725912978808305,-12.270800938835201,-5708,-5808,-0.21285640988052443
2000,9,1,5863,2000,lbd_discrete,9.505988731395114,-17.245592441206142,-5762,-5862,-0.21483544674924843
500,10,1,1561,500,lbd_discrete,2.628948873706939,-6.507321294934517,-1535,-1560,-0.24152345564328834
500,11,1,1246,500,lbd_discrete,2.519853376757401,-2.9811580178003143,-1220,-1245,-0.19275429633070118
500,1,1,1286,500,lbd_discrete,2.487602061764152,-3.286451121649488,-1260,-1285,-0.19894720544975997
500,12,1,1653,500,lbd_discrete,2.4659503164040366,-5.233757596272606,-1627,-1652,-0.25576714661712335
500,13,1,1359,500,lbd_discrete,2.340871601165719,-2.8109886693909703,-1333,-1358,-0.210249264592042
500,14,1,1471,500,lbd_discrete,2.584285492853267,-4.796141962542058,-1445,-1470,-0.22758941012540626
500,15,1,1142,500,lbd_discrete,2.5397490309255017,-2.7314113350311864,-1116,-1141,-0.17665273262114878
500,16,1,1216,500,lbd_discrete,2.471311041899277,-5.287297577293702,-1190,-1215,-0.18810961449140723
500,17,1,1484,500,lbd_discrete,2.4685351665147057,-3.9447950815331634,-1458,-1483,-0.2296021055891004
500,18,1,1517,500,lbd_discrete,2.485172160651701,-4.137693278734468,-1491,-1516,-0.2347112556123238
500,19,1,1501,500,lbd_discrete,2.3855019493177396,-4.4411457637076825,-1475,-1500,-0.2322340919647003
500,20,1,1127,500,lbd_discrete,2.7455169246790136,-3.381824007253103,-1101,-1126,-0.17433039170150166
500,2,1,1271,500,lbd_discrete,2.369545596016184,-3.8305249438956843,-1245,-1270,-0.1966248645301129
500,3,1,2074,500,lbd_discrete,2.408418330322355,-6.654864966817487,-2048,-2073,-0.3209475150952159
500,4,1,1843,500,lbd_discrete,2.4105262638118683,-5.881143465909565,-1817,-1842,-0.28518346493265206
500,5,1,1644,500,lbd_discrete,2.5388050692829482,-2.460560372218653,-1618,-1643,-0.25437374206533503
500,6,1,1667,500,lbd_discrete,2.4868271924154275,-4.009475939788408,-1641,-1666,-0.2579346648087938
500,7,1,1528,500,lbd_discrete,2.3803813138158487,-4.04612559113786,-1502,-1527,-0.2364143056200648
500,8,1,1755,500,lbd_discrete,2.4448971565070643,-5.418356047819356,-1729,-1754,-0.2715590648707229
500,9,1,1502,500,lbd_discrete,2.450092371160146,-3.6969658451671825,-1476,-1501,-0.2323889146926767
