n,seed,init_obj,optimal,n_evals,f,alg,imp_div_evals,imp_div_evals_new,imp_minus_evals,minus_evals,minus_evals_normalised
1000,19,500,1,25345,1000,lbd_fixed_60,5.08027417516257,3.7640998472279583,-24844,-25344,-1.9002774237084823
1000,19,500,1,8282,1000,lbd_fixed_10,30.41630976952187,14.687724934164525,-7781,-8281,-0.6209042513308829
1000,19,500,1,9161,1000,lbd_fixed_5,62.2063492063495,-9.575000000000063,-8660,-9160,-0.6868111269400877
1000,20,517,1,10770,1000,lbd_fixed_15,19.747655071365585,10.710481294404872,-10286,-10769,-0.8074529504386293
1000,20,517,1,11862,1000,lbd_fixed_20,14.831329538764622,9.207710250711678,-11378,-11861,-0.8893304341306136
1000,20,517,1,11993,1000,lbd_fixed_5,58.39801587301616,-34.02976190476216,-11509,-11992,-0.8991527329984181
1000,20,517,1,13559,1000,lbd_fixed_1,483.0,-6296.0,-13075,-13558,-1.0165704431283566
1000,20,517,1,18158,1000,lbd_fixed_40,7.454375537872857,5.288470223865096,-17674,-18157,-1.3614006148309226
1000,20,517,1,25195,1000,lbd_fixed_60,4.931279941301442,3.6178559381001367,-24711,-25194,-1.8890305166079344
1000,20,517,1,8343,1000,lbd_fixed_10,29.75262318520837,13.983957973141385,-7859,-8342,-0.6254779935517735
1000,2,500,1,11268,1000,lbd_fixed_20,15.276938281022243,9.986746720445025,-10767,-11267,-0.8447926820124453
1000,2,500,1,17298,1000,lbd_fixed_40,7.666932516204131,5.629973111242532,-16797,-17297,-1.2969183474544508
1000,2,500,1,26190,1000,lbd_fixed_60,5.106131050349495,3.7421777664736937,-25689,-26189,-1.9636350003748984
1000,2,500,1,8991,1000,lbd_fixed_15,20.824537450871304,13.08831600628563,-8490,-8990,-0.6740646322261377
1000,2,500,1,9341,1000,lbd_fixed_10,30.54475382718421,12.521883697657675,-8840,-9340,-0.700307415460749
1000,2,500,1,9501,1000,lbd_fixed_5,62.48650793650827,-12.649206349206429,-9000,-9500,-0.7123041163679953
1000,2,500,1,9767,1000,lbd_fixed_1,500.0,-4383.0,-9266,-9766,-0.7322486316263793
1000,3,509,1,11049,1000,lbd_fixed_20,15.019940853364462,9.785675256721335,-10557,-11048,-0.8283721976456463
1000,3,509,1,13527,1000,lbd_fixed_1,491.0,-6272.0,-13035,-13526,-1.0141711029469087
1000,3,509,1,18772,1000,lbd_fixed_40,7.475612289916293,5.274063927232753,-18280,-18771,-1.407437954562495
1000,3,509,1,25812,1000,lbd_fixed_60,5.015324595938392,3.661972161292338,-25320,-25811,-1.9352927944815181
1000,3,509,1,7832,1000,lbd_fixed_5,59.63015873015906,-1.5988095238095603,-7340,-7831,-0.5871635300292415
1000,3,509,1,9265,1000,lbd_fixed_10,30.15785731296573,12.495478160899964,-8773,-9264,-0.6946089825298054
1000,3,509,1,9827,1000,lbd_fixed_15,20.285802350269343,12.02391890216902,-9335,-9826,-0.7367473944665213
1000,4,500,1,10293,1000,lbd_fixed_15,20.598945481544725,11.85718392820214,-9792,-10292,-0.7716877858588884
1000,4,500,1,10554,1000,lbd_fixed_1,500.0,-4776.5,-10053,-10553,-0.791257404213952
1000,4,500,1,11196,1000,lbd_fixed_20,15.263786512058502,10.066529587005205,-10695,-11195,-0.8393941666041834
1000,4,500,1,18446,1000,lbd_fixed_40,7.656658485414674,5.4781493230625475,-17945,-18445,-1.382994676463972
1000,4,500,1,25402,1000,lbd_fixed_60,5.092668991412052,3.7697100470602867,-24901,-25401,-1.9045512484066889
1000,4,500,1,8947,1000,lbd_fixed_10,30.88683521500865,13.85306873638911,-8446,-8946,-0.6707655394766452
1000,4,500,1,9629,1000,lbd_fixed_5,60.98253968254005,-14.542063492063562,-9128,-9628,-0.7219014770937956
1000,5,519,1,10185,1000,lbd_fixed_15,19.89608579512845,11.2192304577552,-9703,-10184,-0.7635900127464947
1000,5,519,1,11227,1000,lbd_fixed_20,14.854772570414955,9.574577267952767,-10745,-11226,-0.8417185274049633
1000,5,519,1,17230,1000,lbd_fixed_40,7.357265779334666,5.327578096845987,-16748,-17229,-1.2918197495688686
1000,5,519,1,25258,1000,lbd_fixed_60,4.845762689999066,3.5455729340112723,-24776,-25257,-1.8937542175901634
1000,5,519,1,7808,1000,lbd_fixed_5,58.41428571428599,-2.144444444444516,-7326,-7807,-0.5853640248931539
1000,5,519,1,8417,1000,lbd_fixed_10,29.995052440679434,13.697515998793076,-7935,-8416,-0.6310264677213768
1000,5,519,1,9118,1000,lbd_fixed_1,481.0,-4077.5,-8636,-9117,-0.6835870135713162
1000,6,500,1,10430,1000,lbd_fixed_20,15.37656016758121,10.493650676914932,-9929,-10429,-0.7819599610107218
1000,6,500,1,12177,1000,lbd_fixed_1,500.0,-5588.0,-11676,-12176,-0.9129489390419449
1000,6,500,1,18762,1000,lbd_fixed_40,7.643986262532935,5.441510699343653,-18261,-18761,-1.4066881607557922
1000,6,500,1,25312,1000,lbd_fixed_60,5.115481747163622,3.7979331578250894,-24811,-25311,-1.8978031041463608
1000,6,500,1,8013,1000,lbd_fixed_5,62.307539682539996,-1.1986111111112179,-7512,-8012,-0.6007347979305689
1000,6,500,1,9613,1000,lbd_fixed_15,20.465169493671834,12.476054137528356,-9112,-9612,-0.7207018070030736
1000,6,500,1,9916,1000,lbd_fixed_10,30.657635841111112,11.849683993337205,-9415,-9915,-0.74342055934618
1000,7,500,1,11070,1000,lbd_fixed_10,30.918966125893427,9.6171351889424,-10569,-11069,-0.8299467646397255
1000,7,500,1,11165,1000,lbd_fixed_20,15.350406072389225,10.074300888919291,-10664,-11164,-0.8370698058034028
1000,7,500,1,14044,1000,lbd_fixed_1,500.0,-6521.5,-13543,-14043,-1.052935442753427
1000,7,500,1,18787,1000,lbd_fixed_40,7.730914450997165,5.514727363289642,-18286,-18786,-1.4085626452725497
1000,7,500,1,25250,1000,lbd_fixed_60,5.10451282265148,3.783704755243474,-24749,-25249,-1.8931543825448007
1000,7,500,1,7232,1000,lbd_fixed_5,62.908730158730485,5.811904761904703,-6731,-7231,-0.5421759016270531
1000,7,500,1,9884,1000,lbd_fixed_15,20.363888114563157,12.162273286981149,-9383,-9883,-0.7410212191647294
1000,8,508,1,10522,1000,lbd_fixed_10,30.324263567529897,10.331181174776372,-10029,-10521,-0.7888580640323912
1000,8,508,1,11025,1000,lbd_fixed_20,15.275459850255507,10.026580596502676,-10532,-11024,-0.8265726925095599
1000,8,508,1,17449,1000,lbd_fixed_40,7.504357938572015,5.469717551473426,-16956,-17448,-1.3082402339356676
1000,8,508,1,27006,1000,lbd_fixed_60,5.076843806204866,3.65274773909963,-26513,-27005,-2.0248181750018754
1000,8,508,1,8238,1000,lbd_fixed_5,60.17063492063515,-3.700000000000102,-7745,-8237,-0.617605158581389
1000,8,508,1,8727,1000,lbd_fixed_1,492.0,-3871.0,-8234,-8726,-0.6542700757292058
1000,8,508,1,9565,1000,lbd_fixed_15,20.077528730941097,12.048822854578994,-9072,-9564,-0.7171027967308999
1000,9,500,1,10567,1000,lbd_fixed_10,30.47160758058595,10.545632059718669,-10066,-10566,-0.7922321361625563
1000,9,500,1,11293,1000,lbd_fixed_1,500.0,-5146.0,-10792,-11292,-0.8466671665293474
1000,9,500,1,11298,1000,lbd_fixed_20,15.441954940451291,10.104577195288178,-10797,-11297,-0.8470420634325557
1000,9,500,1,11870,1000,lbd_fixed_5,61.580952380952695,-31.446428571428818,-11369,-11869,-0.8899302691759682
1000,9,500,1,17819,1000,lbd_fixed_40,7.636374157620515,5.538490739230366,-17318,-17818,-1.3359826047836838
1000,9,500,1,26610,1000,lbd_fixed_60,5.118787922516467,3.72563639927408,-26109,-26609,-1.9951263402564303
1000,9,500,1,9774,1000,lbd_fixed_15,20.4605373070311,12.19868466521687,-9273,-9773,-0.7327734872909947
1500,10,768,1,12931,1500,lbd_fixed_10,45.30186616788814,20.445555068426533,-12198,-12930,-0.6485754414125197
1500,10,768,1,14422,1500,lbd_fixed_15,30.26133113771052,17.987361634707796,-13689,-14421,-0.7233647672552171
1500,10,768,1,15390,1500,lbd_fixed_1,732.0,-6962.5,-14657,-15389,-0.7719201444624467
1500,10,768,1,16065,1500,lbd_fixed_20,22.474754177921948,14.948457158815224,-15332,-16064,-0.8057784911717496
1500,10,768,1,16685,1500,lbd_fixed_5,90.62539682539699,-39.31369047619087,-15952,-16684,-0.8368780096308169
1500,10,768,1,27980,1500,lbd_fixed_40,11.18774700390801,7.918511646997997,-27247,-27979,-1.4034410112359545
1500,10,768,1,37202,1500,lbd_fixed_60,7.481816974429782,5.546644674969406,-36469,-37201,-1.8660212680577857
1500,11,766,1,11443,1500,lbd_fixed_5,90.78928571428587,1.1843253968252385,-10708,-11442,-0.5739365971107566
1500,11,766,1,12181,1500,lbd_fixed_1,734.0,-5356.0,-11446,-12180,-0.6109550561797992
1500,11,766,1,13209,1500,lbd_fixed_10,45.19599516840257,20.12437170887241,-12474,-13208,-0.6625200642054576
1500,11,766,1,14501,1500,lbd_fixed_15,29.91628408895046,17.840194777463395,-13766,-14500,-0.7273274478330661
1500,11,766,1,17440,1500,lbd_fixed_20,22.634876355310578,14.43704018195781,-16705,-17439,-0.8747491974317813
1500,11,766,1,26616,1500,lbd_fixed_40,11.301874277023849,8.164210284195104,-25881,-26615,-1.3350220706260032
1500,11,766,1,36188,1500,lbd_fixed_60,7.53169475470779,5.625596160338553,-35453,-36187,-1.8151585072231158
1500,12,750,1,12440,1500,lbd_fixed_5,92.46507936507955,-6.434126984127189,-11689,-12439,-0.6239466292134853
1500,12,750,1,12641,1500,lbd_fixed_10,46.060300934875535,22.08549354197571,-11890,-12640,-0.6340288924558586
1500,12,750,1,16110,1500,lbd_fixed_15,30.685316022347987,17.075080386899888,-15359,-16109,-0.8080357142857154
1500,12,750,1,17698,1500,lbd_fixed_20,23.130723716978057,14.77341654138167,-16947,-17697,-0.887690609951846
1500,12,750,1,17755,1500,lbd_fixed_1,750.0,-8127.0,-17004,-17754,-0.8905497592298077
1500,12,750,1,26718,1500,lbd_fixed_40,11.428942497057935,8.332929825481857,-25967,-26717,-1.3401384430176566
1500,12,750,1,36748,1500,lbd_fixed_60,7.68596949807293,5.75780999604983,-35997,-36747,-1.8432483948635645
1500,13,758,1,13162,1500,lbd_fixed_10,45.23222101256194,20.349017189380966,-12419,-13161,-0.6601625200642058
1500,13,758,1,13902,1500,lbd_fixed_15,30.191660350181905,18.51412052973654,-13159,-13901,-0.697281300160513
1500,13,758,1,14965,1500,lbd_fixed_5,92.32817460317473,-25.322817460317758,-14222,-14964,-0.7506019261637235
1500,13,758,1,15965,1500,lbd_fixed_20,22.84449309003767,15.364260993301816,-15222,-15964,-0.8007624398073835
1500,13,758,1,18979,1500,lbd_fixed_1,742.0,-8747.0,-18236,-18978,-0.951946227929702
1500,13,758,1,27366,1500,lbd_fixed_40,11.457660531179693,8.222957218878419,-26623,-27365,-1.3726424558587487
1500,13,758,1,38545,1500,lbd_fixed_60,7.632045723633706,5.61418791206238,-37802,-38544,-1.9333868378812185
1500,14,750,1,14132,1500,lbd_fixed_5,90.92698412698438,-18.585714285714527,-13381,-14131,-0.7088182182985558
1500,14,750,1,14452,1500,lbd_fixed_15,30.640883093436635,18.475549056462427,-13701,-14451,-0.7248695826645274
1500,14,750,1,15248,1500,lbd_fixed_10,45.54291218757194,16.82444556432541,-14497,-15247,-0.7647973515248793
1500,14,750,1,15812,1500,lbd_fixed_1,750.0,-7155.5,-15061,-15811,-0.79308788122009
1500,14,750,1,17705,1500,lbd_fixed_20,23.02824609421417,14.73637171611107,-16954,-17704,-0.8880417335473514
1500,14,750,1,27537,1500,lbd_fixed_40,11.600713932291159,8.340606714636204,-26786,-27536,-1.3812199036918134
1500,14,750,1,36530,1500,lbd_fixed_60,7.638109497181664,5.728694965296873,-35779,-36529,-1.8323134028892443
1500,15,756,1,13299,1500,lbd_fixed_10,45.47838432207651,20.103372231913138,-12554,-13298,-0.6670345104333866
1500,15,756,1,14909,1500,lbd_fixed_5,91.9138888888891,-25.20396825396843,-14164,-14908,-0.7477929373996793
1500,15,756,1,14988,1500,lbd_fixed_15,30.330793931931087,17.631742729519022,-14243,-14987,-0.7517556179775283
1500,15,756,1,16476,1500,lbd_fixed_20,23.210131404907113,15.285805652339443,-15731,-16475,-0.8263944622792931
1500,15,756,1,16530,1500,lbd_fixed_1,744.0,-7520.5,-15785,-16529,-0.8291031300162698
1500,15,756,1,27368,1500,lbd_fixed_40,11.417677297884502,8.199164493147594,-26623,-27367,-1.3727427768860356
1500,15,756,1,39356,1500,lbd_fixed_60,7.62814781247556,5.569785226317116,-38611,-39355,-1.974067014446228
1500,16,775,1,11623,1500,lbd_fixed_5,88.75515873015884,-3.910912698412904,-10897,-11622,-0.5829654895666154
1500,16,775,1,11860,1500,lbd_fixed_10,44.20271372504371,21.64110561566055,-11134,-11859,-0.5948535313001598
1500,16,775,1,15125,1500,lbd_fixed_15,29.70971566706394,17.038444650383447,-14399,-15124,-0.7586276083467116
1500,16,775,1,15656,1500,lbd_fixed_1,725.0,-7102.5,-14930,-15655,-0.7852628410916721
1500,16,775,1,17557,1500,lbd_fixed_20,22.283875828204177,13.989424854352153,-16831,-17556,-0.8806179775280899
1500,16,775,1,27813,1500,lbd_fixed_40,11.138770477419962,7.864519375911382,-27087,-27812,-1.395064205457465
1500,16,775,1,37269,1500,lbd_fixed_60,7.440466540298094,5.487934002540635,-36543,-37268,-1.8693820224719107
1500,1,750,1,13401,1500,lbd_fixed_10,46.8108930843841,20.845551758612842,-12650,-13400,-0.6721508828250404
1500,1,750,1,13821,1500,lbd_fixed_5,92.3400793650795,-16.260119047619213,-13070,-13820,-0.6932182985553791
1500,1,750,1,16089,1500,lbd_fixed_15,30.654008447262104,17.111726869007413,-15338,-16088,-0.8069823434991991
1500,1,750,1,16367,1500,lbd_fixed_1,750.0,-7433.0,-15616,-16366,-0.820926966292346
1500,1,750,1,16460,1500,lbd_fixed_20,23.201153011064346,15.368705827263112,-15709,-16459,-0.825591894060995
1500,1,750,1,26419,1500,lbd_fixed_40,11.44122859737999,8.325716660781076,-25668,-26418,-1.3251404494382029
1500,1,750,1,38408,1500,lbd_fixed_60,7.670287700319092,5.6546719892574595,-37657,-38407,-1.9265148475120402
1500,17,766,1,13105,1500,lbd_fixed_5,90.73452380952403,-12.834523809524002,-12370,-13104,-0.6573033707865176
1500,17,766,1,14027,1500,lbd_fixed_10,44.96951706704059,18.429607743907155,-13292,-14026,-0.7035513643659703
1500,17,766,1,15307,1500,lbd_fixed_15,29.877381205086703,17.134122311613233,-14572,-15306,-0.7677568218298567
1500,17,766,1,17628,1500,lbd_fixed_20,22.559298062974456,14.325855848603009,-16893,-17627,-0.8841793739967898
1500,17,766,1,20516,1500,lbd_fixed_1,734.0,-9523.5,-19781,-20515,-1.0290429374000114
1500,17,766,1,28696,1500,lbd_fixed_40,11.278191851486271,7.878020038667716,-27961,-28695,-1.4393559390048156
1500,17,766,1,39252,1500,lbd_fixed_60,7.507069781351309,5.453848526284236,-38517,-39251,-1.9688503210272865
1500,18,750,1,12094,1500,lbd_fixed_10,46.18241119905243,23.155594796500363,-11343,-12093,-0.6065910914927761
1500,18,750,1,14701,1500,lbd_fixed_5,93.12182539682559,-22.42738095238131,-13950,-14700,-0.7373595505617974
1500,18,750,1,15234,1500,lbd_fixed_15,30.69126542642726,17.897935773035176,-14483,-15233,-0.7640951043338696
1500,18,750,1,15752,1500,lbd_fixed_1,750.0,-7125.5,-15001,-15751,-0.7900782504014677
1500,18,750,1,16919,1500,lbd_fixed_20,23.021781981255586,15.067565100937927,-16168,-16918,-0.8486155698234343
1500,18,750,1,26606,1500,lbd_fixed_40,11.578464276112296,8.43887267137132,-25855,-26605,-1.3345204654895657
1500,18,750,1,37415,1500,lbd_fixed_60,7.624091919577249,5.680028350149101,-36664,-37414,-1.8767054574638844
1500,19,750,1,12086,1500,lbd_fixed_5,92.61309523809533,-2.706150793651002,-11335,-12085,-0.6061898073836284
1500,19,750,1,14045,1500,lbd_fixed_15,30.31507433636775,18.695085076728336,-13294,-14044,-0.7044542536115577
1500,19,750,1,14395,1500,lbd_fixed_10,45.847864944653175,18.382511535162337,-13644,-14394,-0.7220104333868379
1500,19,750,1,17365,1500,lbd_fixed_1,750.0,-7932.0,-16614,-17364,-0.870987158908763
1500,19,750,1,17787,1500,lbd_fixed_20,22.94802516864153,14.564437593675972,-17036,-17786,-0.892154895666132
1500,19,750,1,27409,1500,lbd_fixed_40,11.487706556999338,8.258606989606236,-26658,-27408,-1.3747993579454258
1500,19,750,1,38481,1500,lbd_fixed_60,7.7151504533050295,5.693525244623676,-37730,-38480,-1.9301765650080256
1500,20,767,1,13313,1500,lbd_fixed_10,44.69451621220227,19.71946645975281,-12579,-13312,-0.6677367576243984
1500,20,767,1,16148,1500,lbd_fixed_15,29.87753085036849,16.386529983954663,-15414,-16147,-0.809941813804175
1500,20,767,1,16197,1500,lbd_fixed_5,90.41507936507952,-35.890079365079714,-15463,-16196,-0.812399678972711
1500,20,767,1,17437,1500,lbd_fixed_20,22.589594334787297,14.319462900451635,-16703,-17436,-0.8745987158908516
1500,20,767,1,17699,1500,lbd_fixed_1,733.0,-8116.0,-16965,-17698,-0.8877407704657603
1500,20,767,1,27377,1500,lbd_fixed_40,11.246065094844203,8.013865198439735,-26643,-27376,-1.3731942215088293
1500,20,767,1,36133,1500,lbd_fixed_60,7.4909004112492035,5.602158876963352,-35399,-36132,-1.8123996789727126
1500,2,750,1,12530,1500,lbd_fixed_5,92.46349206349224,-4.86349206349235,-11779,-12529,-0.6284610754414133
1500,2,750,1,13002,1500,lbd_fixed_10,45.794609307961004,20.977370498868147,-12251,-13001,-0.65213683788122
1500,2,750,1,14061,1500,lbd_fixed_15,30.778115729088395,19.038570671060434,-13310,-14060,-0.7052568218298562
1500,2,750,1,17718,1500,lbd_fixed_1,750.0,-8108.5,-16967,-17717,-0.8886938202249907
1500,2,750,1,17946,1500,lbd_fixed_20,23.238239415260175,14.747942733376636,-17195,-17945,-0.9001304173354744
1500,2,750,1,28455,1500,lbd_fixed_40,11.497558167755374,8.161882844767344,-27704,-28454,-1.4272672552166943
1500,2,750,1,38078,1500,lbd_fixed_60,7.669612050919857,5.688724004795567,-37327,-38077,-1.9099618780096286
1500,3,778,1,11860,1500,lbd_fixed_5,89.18214285714299,-4.471428571428805,-11137,-11859,-0.5948535313001627
1500,3,778,1,13277,1500,lbd_fixed_10,44.16278185608716,19.289506077857478,-12554,-13276,-0.6659309791332261
1500,3,778,1,15428,1500,lbd_fixed_1,722.0,-6991.5,-14705,-15427,-0.7738262439809075
1500,3,778,1,15448,1500,lbd_fixed_15,29.552455276033832,16.576627122815108,-14725,-15447,-0.7748294542536122
1500,3,778,1,16379,1500,lbd_fixed_20,22.235782569840346,14.51893376592661,-15656,-16378,-0.8215288924558592
1500,3,778,1,26913,1500,lbd_fixed_40,11.079479212293853,7.89995591994969,-26190,-26912,-1.3499197431781698
1500,3,778,1,38522,1500,lbd_fixed_60,7.35448169605855,5.334603299998036,-37799,-38521,-1.932233146067414
