n,seed,init_obj,optimal,n_evals,f,alg,imp_div_evals,imp_div_evals_new,imp_minus_evals,minus_evals,minus_evals_normalised
2000,17,1008,1,12752,2000,lbd_discrete,794.4776103409577,-1217.4777007514276,-11759,-12751,-0.46730924283514563
2000,18,1000,1,13918,2000,lbd_discrete,802.6885874630381,-977.8990407131197,-12917,-13917,-0.5100417796672229
2000,19,1000,1,12262,2000,lbd_discrete,802.8488943167533,-1204.262801551828,-11261,-12261,-0.44935131569302217
2000,20,1019,1,12060,2000,lbd_discrete,783.9782655909108,-1069.760283525292,-11078,-12059,-0.4419482518507594
2000,2,1008,1,14652,2000,lbd_discrete,794.931115733647,-1128.182030311241,-13659,-14651,-0.5369420215495049
2000,3,1028,1,12412,2000,lbd_discrete,775.2569450366072,-1077.6362706971436,-11439,-12411,-0.454848640328367
2000,4,1000,1,13455,2000,lbd_discrete,802.7335304079901,-977.6837852460636,-12454,-13454,-0.4930733709594603
2000,5,1018,1,12933,2000,lbd_discrete,784.8679962116836,-1163.0659340617458,-11950,-12932,-0.47394268122846156
2000,6,1000,1,11722,2000,lbd_discrete,803.0441464164891,-988.2979828845289,-10721,-11721,-0.4295609470057853
2000,7,1000,1,12416,2000,lbd_discrete,802.5472866722736,-1048.5231276126465,-11415,-12415,-0.45499523565197614
2000,8,1018,1,12237,2000,lbd_discrete,784.472775852298,-1069.8122005641164,-11254,-12236,-0.44843509492046607
2000,9,1000,1,12048,2000,lbd_discrete,802.8876227953469,-1107.301376391151,-11047,-12047,-0.44150846587993176
500,10,271,1,3147,500,lbd_discrete,180.27862916268248,-311.7517059919781,-2917,-3146,-0.48707230221396536
500,11,251,1,2758,500,lbd_discrete,199.9525101653564,-299.97116297932064,-2508,-2757,-0.42684626103111933
500,12,250,1,3064,500,lbd_discrete,201.12712844023955,-296.6375705403893,-2813,-3063,-0.4742220157919182
500,1,250,1,3557,500,lbd_discrete,201.25282762567383,-290.570126419016,-3306,-3556,-0.5505496206843169
500,13,250,1,3332,500,lbd_discrete,201.2198254474569,-298.96283739715074,-3081,-3331,-0.5157145068896114
500,14,264,1,3303,500,lbd_discrete,187.1741880260262,-238.17373294523028,-3066,-3302,-0.5112246477782956
500,15,250,1,2875,500,lbd_discrete,201.12296238785362,-264.6268389985015,-2624,-2874,-0.44496052020436666
500,16,270,1,2817,500,lbd_discrete,181.40007433936955,-271.5359849209694,-2586,-2816,-0.43598080198173167
500,17,258,1,3098,500,lbd_discrete,193.21240706489922,-343.86776875704174,-2855,-3097,-0.47948598854311714
500,18,250,1,2946,500,lbd_discrete,200.97934562713974,-282.23815818682135,-2695,-2945,-0.45595293389069536
500,19,250,1,2865,500,lbd_discrete,201.02495989304802,-363.3447666579062,-2614,-2864,-0.44341229292460005
500,20,257,1,2971,500,lbd_discrete,194.0965695108648,-322.97128311760997,-2727,-2970,-0.4598235020901068
500,2,250,1,2649,500,lbd_discrete,201.31788131381575,-278.523214833053,-2398,-2648,-0.409970583681685
500,3,251,1,4086,500,lbd_discrete,200.46695012503824,-263.1372625297167,-3836,-4085,-0.6324508437838685
500,4,250,1,2521,500,lbd_discrete,201.1563302250724,-196.01540206803412,-2270,-2520,-0.3901532745006983
500,5,267,1,3014,500,lbd_discrete,183.92925539223486,-298.47928688718645,-2780,-3013,-0.4664808793930955
500,6,251,1,2809,500,lbd_discrete,200.1078579508726,-263.7442384490697,-2559,-2808,-0.43474222015791986
500,7,250,1,3306,500,lbd_discrete,201.2395774976656,-300.0823145007762,-3055,-3305,-0.5116891159622236
500,8,250,1,2556,500,lbd_discrete,201.01131968916584,-256.7335474024183,-2305,-2555,-0.3955720699798741
500,9,250,1,3246,500,lbd_discrete,201.33358406581016,-277.93803789371145,-2995,-3245,-0.5023997522836358
