n,seed,init_obj,optimal,n_evals,f,alg,imp_div_evals,imp_div_evals_new,imp_minus_evals,minus_evals,minus_evals_normalised
1500,10,768,1,9950,1500,dyn_theory,356.7926506134665,-163.8605000459681,-9217,-9949,-0.49904695024077145
1500,11,766,1,9667,1500,dyn_theory,379.9069492007107,-177.82747752337772,-8932,-9666,-0.48485152487961725
1500,12,750,1,10272,1500,dyn_theory,378.6526123720785,-181.06099414775684,-9521,-10271,-0.5151986356340315
1500,13,758,1,10120,1500,dyn_theory,381.8819602531226,-152.7875769246048,-9377,-10119,-0.5075742375601949
1500,14,750,1,9516,1500,dyn_theory,389.0233458906518,-185.48878413453704,-8765,-9515,-0.4772772873194253
1500,15,756,1,9682,1500,dyn_theory,383.0586663874582,-201.64426279430182,-8937,-9681,-0.48560393258427315
1500,16,775,1,10021,1500,dyn_theory,366.6503174542334,-217.32186092196633,-9295,-10020,-0.5026083467094736
1500,1,750,1,10095,1500,dyn_theory,382.98597380532453,-174.61594152309786,-9344,-10094,-0.506320224719104
1500,17,766,1,9058,1500,dyn_theory,372.42209904529,-178.9800985480667,-8323,-9057,-0.454303772070628
1500,18,750,1,9757,1500,dyn_theory,385.0016134107567,-168.94046401504312,-9006,-9756,-0.4893659711075469
1500,19,750,1,11027,1500,dyn_theory,377.9205869148918,-241.01358014344476,-10276,-11026,-0.5530698234349951
1500,20,767,1,9924,1500,dyn_theory,371.48179315040403,-231.14731353513486,-9190,-9923,-0.4977427768860384
1500,2,750,1,10452,1500,dyn_theory,395.9559107012885,-164.32550634389176,-9701,-10451,-0.5242275280898903
1500,3,778,1,9703,1500,dyn_theory,363.8864711409151,-168.93829475764548,-8980,-9702,-0.4866573033707886
1500,4,750,1,11226,1500,dyn_theory,387.1739292605604,-197.6627316310794,-10475,-11225,-0.5630517656500825
1500,5,780,1,8933,1500,dyn_theory,355.8440361577103,-156.25761005289698,-8212,-8932,-0.4480337078651703
1500,6,751,1,9534,1500,dyn_theory,390.2209000114725,-169.74572927050767,-8784,-9533,-0.478180176565011
1500,7,750,1,10444,1500,dyn_theory,386.76090865378353,-207.5003036732854,-9693,-10443,-0.523826243980742
1500,8,765,1,10415,1500,dyn_theory,385.87285955262786,-188.11832337768706,-9679,-10414,-0.5223715890850753
1500,9,750,1,10408,1500,dyn_theory,377.03862536588423,-173.80405816753336,-9657,-10407,-0.5220204654895684
2000,10,1023,1,12213,2000,dyn_theory,507.72045990025384,-222.19499412781894,-11235,-12212,-0.44755552297881096
2000,1,1000,1,13449,2000,dyn_theory,523.3711237289751,-246.600287303281,-12448,-13448,-0.4928534779740462
2000,11,1010,1,13648,2000,dyn_theory,505.51358897032213,-269.7263647329616,-12657,-13647,-0.5001465953236035
2000,12,1000,1,13407,2000,dyn_theory,517.0428161348528,-250.11486969816437,-12406,-13406,-0.49131422707615174
2000,13,1005,1,14209,2000,dyn_theory,505.4295206371705,-237.52201075258841,-13213,-14208,-0.5207065894597906
2000,14,1006,1,14745,2000,dyn_theory,505.25328450445267,-212.68971832281025,-13750,-14744,-0.5403503628234225
2000,15,1003,1,13842,2000,dyn_theory,516.679179045694,-260.47588674560836,-12844,-13841,-0.5072564685186474
2000,16,1012,1,14324,2000,dyn_theory,515.5536188086859,-218.99557826040896,-13335,-14323,-0.5249212050135547
2000,17,1008,1,12624,2000,dyn_theory,506.989252027024,-224.33104899868601,-11631,-12623,-0.46261819247965436
2000,18,1000,1,13701,2000,dyn_theory,504.98580830127975,-194.45774150945604,-12700,-13700,-0.502088983361428
2000,19,1000,1,13932,2000,dyn_theory,511.3113460283431,-292.4981054228525,-12931,-13931,-0.5105548632998524
2000,20,1019,1,14682,2000,dyn_theory,497.6107807228524,-263.7508392612179,-13700,-14681,-0.5380414864765745
2000,2,1008,1,12733,2000,dyn_theory,512.8329378529979,-224.19975266271317,-11740,-12732,-0.4666129150480038
2000,3,1028,1,12248,2000,dyn_theory,493.04245434848326,-216.32259037828214,-11275,-12247,-0.44883823206039275
2000,4,1000,1,13501,2000,dyn_theory,511.72149533502596,-278.11968910500474,-12500,-13500,-0.4947592171809654
2000,5,1018,1,13464,2000,dyn_theory,497.20718367838384,-257.24306603016123,-12481,-13463,-0.49340321043757984
2000,6,1000,1,12664,2000,dyn_theory,500.5273518234478,-290.9300477063675,-11663,-12663,-0.4640841457157447
2000,7,1000,1,13891,2000,dyn_theory,502.56808143862236,-228.97292952558558,-12890,-13890,-0.5090522612328626
2000,8,1018,1,13709,2000,dyn_theory,498.5460249857431,-263.15564574938924,-12726,-13708,-0.502382174008643
2000,9,1000,1,12283,2000,dyn_theory,518.4681508616916,-220.89493974278489,-11282,-12282,-0.4501209411419716
500,10,271,1,2936,500,dyn_theory,116.4918320749203,-57.755888384580146,-2706,-2935,-0.45440470661093046
500,11,251,1,3644,500,dyn_theory,126.3416869622752,-83.07424821556776,-3394,-3643,-0.5640191980182694
500,12,250,1,3332,500,dyn_theory,127.75738844096227,-54.57119702718547,-3081,-3331,-0.5157145068896113
500,1,250,1,3409,500,dyn_theory,135.56485853676244,-54.85583988775538,-3158,-3408,-0.5276358569438003
500,13,250,1,3890,500,dyn_theory,129.98537592786812,-47.89619680170771,-3639,-3889,-0.6021055891004797
500,14,264,1,2998,500,dyn_theory,125.12230555993715,-81.42039706277284,-2761,-2997,-0.4640037157454717
500,15,250,1,2640,500,dyn_theory,128.75377338008917,-48.87817964669746,-2389,-2639,-0.408577179129896
500,16,270,1,2937,500,dyn_theory,106.03051243051239,-58.18712477171419,-2706,-2936,-0.45455952933890675
500,17,258,1,3154,500,dyn_theory,117.56898091015738,-77.42195499071225,-2911,-3153,-0.4881560613098006
500,18,250,1,3389,500,dyn_theory,127.96654400231768,-53.10719486424601,-3138,-3388,-0.5245394023842697
500,19,250,1,3202,500,dyn_theory,125.51571702577894,-66.67787822308549,-2951,-3201,-0.49558755225267126
500,20,257,1,3269,500,dyn_theory,123.03417905108309,-66.02209314630579,-3025,-3268,-0.5059606750270941
500,2,250,1,2999,500,dyn_theory,130.1203356302252,-68.6399825741437,-2748,-2998,-0.4641585384734485
500,3,251,1,3544,500,dyn_theory,123.18322412881238,-56.50159714861976,-3294,-3543,-0.5485369252206221
500,4,250,1,2891,500,dyn_theory,129.11671972678164,-47.97450408885962,-2640,-2890,-0.4474376838519897
500,5,267,1,3580,500,dyn_theory,112.89911420279064,-102.13932045309261,-3346,-3579,-0.5541105434277754
500,6,251,1,3451,500,dyn_theory,128.05580245777617,-74.67960127992599,-3201,-3450,-0.5341384115188116
500,7,250,1,3138,500,dyn_theory,130.7929615837874,-59.172864379618666,-2887,-3137,-0.4856788976621767
500,8,250,1,2985,500,dyn_theory,126.23610436609664,-41.11642102027782,-2734,-2984,-0.4619910202817771
500,9,250,1,3418,500,dyn_theory,133.91651542901528,-72.66435018149613,-3167,-3417,-0.529029261495588
